nombre_cancion,Artista,Popularidad,Fecha_de_lanzamiento,Genero,Subgenero,Bailabilidad,Energia,Modalidad,Habladas,Positividad,Tempo,Duracion_Sg
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,28/06/2019,pop,dance pop,70%,88%,0,18%,54%,124,183
Bruises - Steve Void Remix,Lewis Capaldi,70,27/09/2019,pop,dance pop,79%,75%,1,50%,54%,124,212
Insomnia - King Arthur Remix,Daya,63,17/05/2019,pop,dance pop,73%,72%,0,38%,21%,122,176
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,24/04/2019,pop,dance pop,73%,85%,1,19%,61%,124,193
I Miss Myself - R3HAB Remix,NOTD,56,7/06/2019,pop,dance pop,50%,78%,1,24%,61%,122,183
8 Letters - R3HAB Remix,Why Don't We,2,28/09/2018,pop,dance pop,64%,71%,0,42%,58%,10,132
You Deserve Better - Andrelli Remix,James Arthur,53,29/06/2018,pop,dance pop,69%,71%,0,89%,48%,114,196
Remember (with ZOHARA),Gryffin,11,26/10/2018,pop,dance pop,62%,91%,0,63%,40%,123,221
REMEDY,Alesso,77,31/08/2018,pop,dance pop,60%,78%,1,47%,48%,119,190
Leave,Borgeous,56,25/01/2019,pop,dance pop,76%,67%,0,47%,96%,115,193
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,8/03/2019,pop,dance pop,68%,95%,0,81%,44%,125,156
I'm Not Sorry,Hardwell,34,8/03/2019,pop,dance pop,65%,82%,1,55%,35%,12,186
Tequila - Robin Schulz Remix,Dan + Shay,54,21/03/2019,pop,dance pop,45%,84%,1,81%,48%,122,170
Happier - Frank Walker Remix,Marshmello,51,19/10/2018,pop,dance pop,71%,65%,1,18%,61%,104,196
Sing It With Me - Embody Remix,JP Cooper,50,21/06/2019,pop,dance pop,67%,85%,1,12%,50%,111,180
Thursday - Nicky Romero Remix,Jess Glynne,52,7/12/2018,pop,dance pop,74%,62%,0,39%,62%,119,217
Better When You're Gone,David Guetta,76,8/02/2019,pop,dance pop,65%,80%,0,37%,41%,127,192
Wish You Well,Sigala,75,24/05/2019,pop,dance pop,67%,90%,0,58%,58%,124,205
Only When It Rains,Frank Walker,52,29/03/2019,pop,dance pop,79%,72%,0,36%,43%,109,169
Mad Love - Blinkie Remix,Mabel,62,5/07/2019,pop,dance pop,71%,93%,0,46%,47%,123,200
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,16/08/2018,pop,dance pop,65%,80%,1,34%,42%,127,226
Better Day (feat. Aloe Blacc),Young Bombs,62,1/11/2019,pop,dance pop,66%,82%,1,97%,44%,118,191
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,2/08/2019,pop,dance pop,67%,89%,0,57%,70%,121,174
Discovery,Syn Cole,55,31/05/2019,pop,dance pop,52%,86%,0,46%,45%,127,198
With You - Frank Walker Remix,Tyler Shaw,49,1/02/2019,pop,dance pop,69%,61%,1,7%,45%,104,206
2 Hearts (feat. Gia Koka),Sam Feldt,70,10/01/2020,pop,dance pop,50%,75%,1,42%,60%,116,186
Love You Forever,Nicky Romero,61,21/06/2019,pop,dance pop,38%,70%,1,37%,15%,127,234
Post Malone (feat. RANI),Sam Feldt,75,16/08/2019,pop,dance pop,59%,64%,1,12%,65%,107,174
Thorns,Faustix,60,29/03/2019,pop,dance pop,71%,83%,1,62%,66%,109,186
Shotgun (The Wild Remix),George Ezra,63,15/06/2018,pop,dance pop,59%,76%,1,72%,84%,122,191
True Colors (feat. Maya Avedis),XO Cupid,73,21/09/2018,pop,dance pop,64%,63%,1,35%,45%,104,184
Crying In The Sun,Faustix,60,23/11/2018,pop,dance pop,68%,79%,0,48%,66%,91,195
Need You,Faustix,62,26/07/2019,pop,dance pop,64%,71%,0,5%,60%,124,182
Sweet Dreams (Are Made of This),Winati,67,21/06/2019,pop,dance pop,82%,65%,0,22%,18%,12,176
Million Lights,Tungevaag & Raaban,61,22/03/2019,pop,dance pop,70%,91%,0,7%,47%,125,186
Dancing in the Moonlight,Jubël,71,22/06/2018,pop,dance pop,66%,62%,0,65%,19%,119,164
Heaven,Avicii,80,6/06/2019,pop,dance pop,59%,87%,1,28%,52%,122,277
Forever Young,John De Sohn,68,27/07/2018,pop,dance pop,65%,62%,1,31%,59%,121,167
eoh,Olympis,60,16/08/2019,pop,dance pop,71%,59%,1,70%,28%,125,155
Nobody,Martin Jensen,66,1/03/2019,pop,dance pop,67%,69%,0,62%,52%,96,211
All Day And Night,Jax Jones,75,12/07/2019,pop,dance pop,57%,77%,0,11%,54%,121,169
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,1/11/2018,pop,dance pop,77%,83%,0,4%,44%,126,187
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,22/06/2018,pop,dance pop,73%,77%,1,62%,52%,109,163
All For Love,Tungevaag & Raaban,68,23/03/2018,pop,dance pop,69%,90%,1,68%,65%,125,180
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,29/03/2019,pop,dance pop,68%,58%,1,13%,45%,124,194
One Touch,Jess Glynne,70,12/10/2018,pop,dance pop,69%,69%,0,13%,70%,124,197
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,30/08/2019,pop,dance pop,76%,67%,1,38%,76%,105,178
Be Your Friend‬‬,Vigiland,67,2/03/2018,pop,dance pop,60%,75%,1,49%,64%,128,180
Happier - Breathe Carolina Remix,Marshmello,62,19/10/2018,pop,dance pop,69%,92%,1,58%,34%,125,158
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56,2/05/2019,pop,dance pop,63%,73%,1,98%,50%,122,196
Just Got Paid,Sigala,65,28/09/2018,pop,dance pop,73%,92%,0,86%,65%,120,218
No One - Jonas Blue Remix,Jess Glynne,51,15/03/2019,pop,dance pop,61%,85%,0,49%,17%,124,214
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,22/03/2019,pop,dance pop,61%,52%,1,80%,34%,127,181
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,1/02/2019,pop,dance pop,73%,84%,0,34%,47%,126,223
Darkside,Alan Walker,76,14/12/2018,pop,dance pop,43%,61%,0,43%,12%,169,211
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,25/04/2019,pop,dance pop,66%,72%,0,57%,32%,113,163
Body (feat. brando),Loud Luxury,63,27/10/2017,pop,dance pop,75%,76%,1,4%,58%,121,163
Who's Got Your Love,Cheat Codes,70,15/03/2019,pop,dance pop,70%,89%,1,54%,53%,125,157
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,7/06/2019,pop,dance pop,66%,71%,0,50%,61%,9,184
Pumped Up,Klingande,56,8/09/2017,pop,dance pop,73%,73%,1,11%,64%,123,177
California,Hot Shade,65,4/05/2018,pop,dance pop,62%,74%,1,45%,67%,119,169
Solo Dance,Martin Jensen,61,4/11/2016,pop,dance pop,75%,85%,1,5%,40%,114,174
Replay,Davai,60,25/08/2017,pop,dance pop,78%,81%,0,7%,58%,100,202
Think About You - Galantis Remix,Kygo,63,12/04/2019,pop,dance pop,62%,90%,1,40%,33%,124,181
Love No More,Loud Luxury,54,31/08/2018,pop,dance pop,77%,67%,1,53%,22%,121,168
All Falls Down (feat. Juliander),Alan Walker,70,14/12/2018,pop,dance pop,66%,67%,1,58%,68%,98,198
Lonely Together (feat. Rita Ora),Avicii,6,23/11/2018,pop,dance pop,64%,66%,1,61%,27%,103,181
Remind Me to Forget,Kygo,70,3/11/2017,pop,dance pop,69%,51%,1,93%,31%,99,217
Next To Me,Axel Johansson,54,20/04/2018,pop,dance pop,45%,60%,1,58%,26%,175,179
Giant (with Rag'n'Bone Man),Calvin Harris,83,11/01/2019,pop,dance pop,81%,89%,0,36%,61%,122,229
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,1/06/2018,pop,dance pop,68%,82%,1,30%,38%,117,216
Hum With Me,John De Sohn,55,9/06/2017,pop,dance pop,65%,71%,1,35%,35%,111,167
Without You (feat. Sandro Cavazza),Avicii,81,10/08/2017,pop,dance pop,66%,86%,1,43%,30%,133,181
Call On Me - Ryan Riback Remix,Starley,58,7/10/2016,pop,dance pop,69%,82%,1,40%,76%,104,222
Sad (feat. Afrojack),Chico Rose,75,30/08/2019,pop,dance pop,72%,72%,0,43%,21%,125,161
Stargazing,Kygo,73,21/09/2017,pop,dance pop,68%,50%,1,81%,42%,99,236
Symphony (feat. Zara Larsson),Clean Bandit,73,30/11/2018,pop,dance pop,72%,61%,0,43%,45%,122,212
Stay Young,Mike Perry,57,1/09/2017,pop,dance pop,57%,71%,1,41%,56%,89,157
More Than You Know,Axwell /\ Ingrosso,25,24/05/2017,pop,dance pop,65%,74%,0,34%,53%,12,203
Why Boy,Steff da Campo,55,7/06/2019,pop,dance pop,50%,92%,0,43%,28%,120,150
The Nights,Avicii,80,1/01/2014,pop,dance pop,53%,84%,1,43%,65%,125,176
Rich Love (with Seeb),OneRepublic,69,14/07/2017,pop,dance pop,40%,87%,0,31%,47%,104,201
Mama,Jonas Blue,74,9/11/2018,pop,dance pop,74%,79%,0,42%,57%,104,184
Feel Good,Felix Jaehn,65,16/02/2018,pop,dance pop,70%,90%,1,4%,66%,125,166
IDGAF - Hazers Remix,Dua Lipa,50,23/02/2018,pop,dance pop,81%,71%,1,90%,60%,110,240
Breathe (feat. Ina Wroldsen),Jax Jones,66,12/07/2019,pop,dance pop,72%,73%,0,38%,67%,125,208
Rockstar,Ilkay Sencan,71,21/06/2019,pop,dance pop,77%,83%,1,60%,19%,100,212
Jackie Chan,Tiësto,79,18/05/2018,pop,dance pop,75%,83%,0,5%,69%,128,215
Moonlight,Gaullin,76,7/09/2018,pop,dance pop,81%,76%,0,9%,29%,124,173
All I Wanna Do,Martin Jensen,55,8/04/2016,pop,dance pop,73%,79%,1,64%,52%,112,194
Sweet but Psycho,Ava Max,87,17/08/2018,pop,dance pop,72%,70%,1,48%,63%,133,187
Melody - ANGEMI Remix,Lost Frequencies,35,15/06/2018,pop,dance pop,56%,83%,1,95%,40%,127,209
High On Life (feat. Bonn),Martin Garrix,77,29/07/2018,pop,dance pop,41%,49%,0,31%,37%,128,230
So Am I,Ava Max,83,7/03/2019,pop,dance pop,68%,66%,1,44%,61%,130,183
I Know You - Vigiland Remix,Craig David,51,9/02/2018,pop,dance pop,67%,47%,1,72%,22%,127,183
Through To You,Lyente,2,17/04/2018,pop,dance pop,69%,69%,1,17%,31%,131,129
Burn Out (feat. Dewain Whitmore),Martin Garrix,68,14/09/2018,pop,dance pop,59%,72%,0,40%,41%,127,200
Penny,Dimitri Vangelis & Wyman,50,29/03/2019,pop,dance pop,47%,97%,1,48%,28%,129,199
Wait For Me,Steve Brian,42,12/10/2018,pop,dance pop,47%,74%,1,65%,65%,125,217
bad guy,Billie Eilish,95,29/03/2019,pop,dance pop,70%,43%,1,38%,56%,135,194
Daylight (Airbeat One Anthem 2018),Fluex,50,22/06/2018,pop,dance pop,63%,94%,0,40%,35%,128,191
Imagine,Rob Tirea,21,13/04/2018,pop,dance pop,58%,78%,0,41%,61%,12,190
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,63,30/11/2018,pop,dance pop,67%,91%,1,10%,41%,128,138
Glitch,Martin Garrix,56,14/12/2018,pop,dance pop,72%,79%,0,33%,36%,128,185
Brand New (Helium),Lvly,2,13/04/2018,pop,dance pop,71%,81%,0,80%,32%,128,173
Shades Of Voices (Original Mix),PULLER,2,23/01/2017,pop,dance pop,69%,87%,0,9%,91%,12,283
In Time,CAZZETTE,49,12/10/2018,pop,dance pop,65%,71%,0,38%,43%,125,191
Halfway There (feat. Lena Leon),Tiësto,60,15/03/2019,pop,dance pop,59%,89%,1,80%,72%,128,195
Spirit Of Freedom,Dropgun,45,25/01/2019,pop,dance pop,44%,91%,0,60%,23%,128,161
Mama Look at Me Now,Galantis,56,13/07/2018,pop,dance pop,59%,68%,1,38%,40%,126,178
Toxic Rain - No Class Remix,Alicia Madison,41,11/05/2018,pop,dance pop,46%,77%,0,54%,27%,131,190
The Beat,Mike Williams,70,23/07/2018,pop,dance pop,56%,95%,0,28%,79%,128,162
Wild Wild Son,Armin van Buuren,57,12/10/2018,pop,dance pop,45%,57%,1,28%,17%,13,213
Waiting For Love,Avicii,16,2/10/2015,pop,dance pop,58%,74%,0,50%,58%,128,230
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,48,20/04/2018,pop,dance pop,49%,86%,0,50%,15%,1,105
Like I Do,David Guetta,72,22/02/2018,pop,dance pop,64%,90%,0,38%,15%,127,202
Skyline,Catiso,2,23/02/2018,pop,dance pop,73%,79%,1,40%,48%,128,176
Callin' - Extended Mix,Lush & Simon,2,1/06/2018,pop,dance pop,63%,96%,0,72%,39%,127,217
Roads,Vargas & Lagola,66,9/02/2018,pop,dance pop,53%,81%,0,32%,53%,131,234
Jackie Chan,Tiësto,60,18/05/2018,pop,dance pop,74%,84%,0,48%,69%,128,215
Came Here for Love,Sigala,68,9/06/2017,pop,dance pop,71%,87%,1,43%,72%,124,202
Kids in Love - Don Diablo Remix,Kygo,50,11/05/2018,pop,dance pop,65%,91%,0,65%,34%,125,195
Let You Down - Chris Royal Remix,Bombs Away,39,16/04/2018,pop,dance pop,36%,95%,0,11%,14%,127,172
Mercury,Catiso,1,23/02/2018,pop,dance pop,73%,83%,0,54%,23%,128,189
Different Place,STVCKS,4,2/03/2018,pop,dance pop,67%,94%,0,48%,36%,127,171
One Last Time,Ariana Grande,16,22/08/2014,pop,dance pop,63%,59%,1,32%,10%,125,197
I Feel The Love,Tritonal,58,9/09/2016,pop,dance pop,56%,81%,1,3%,44%,125,213
No Brainer,DJ Khaled,77,27/07/2018,pop,dance pop,55%,76%,1,34%,64%,135,260
Sun Is Shining,Axwell /\ Ingrosso,71,28/07/2017,pop,dance pop,47%,76%,1,52%,38%,131,254
Breathe,Jax Jones,65,1/12/2017,pop,dance pop,72%,74%,0,36%,69%,125,207
In the Name of Love,Martin Garrix,80,29/07/2016,pop,dance pop,50%,52%,0,41%,17%,13,195
Pure Gold,oomiee,1,1/09/2017,pop,dance pop,64%,86%,1,27%,65%,128,147
Turning Up,ARASHI,67,3/11/2019,pop,dance pop,77%,82%,1,10%,90%,118,182
Winter Hitori feat. ASOBOiSM,Shinn Yamada,28,11/12/2019,pop,dance pop,79%,72%,1,40%,52%,127,218
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,48,14/01/2020,pop,dance pop,63%,79%,1,10%,47%,128,211
Nobody Knows,Hiroomi Tosaka,39,8/01/2020,pop,dance pop,62%,89%,0,38%,77%,13,221
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,60,21/11/2019,pop,dance pop,75%,81%,1,68%,84%,144,222
別世界,E-girls,29,29/01/2020,pop,dance pop,70%,88%,1,16%,79%,127,224
Gimme GImme,iamSHUM,21,11/12/2019,pop,dance pop,71%,86%,1,63%,54%,106,230
御伽の街,DAOKO,40,15/01/2020,pop,dance pop,80%,86%,1,90%,47%,112,203
ボイスメモ No. 5,CHANMINA,37,17/01/2020,pop,dance pop,74%,67%,1,42%,22%,109,163
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,38,1/01/2020,pop,dance pop,83%,57%,1,47%,56%,105,215
Make A Move - Pt. 2,EMMA WAHLIN,17,17/01/2020,pop,dance pop,84%,52%,0,14%,46%,123,181
光線,Ghost like girlfriend,30,15/01/2020,pop,dance pop,64%,74%,1,29%,49%,133,208
ZONE OF GOLD,Ryuji Imaichi,31,15/01/2020,pop,dance pop,49%,71%,1,12%,50%,12,195
LOVE + PARTY,CREAM,37,25/12/2019,pop,dance pop,79%,77%,0,55%,79%,102,193
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,35,15/01/2020,pop,dance pop,61%,96%,1,12%,37%,1,240
New Page,INTERSECTION,49,8/01/2020,pop,dance pop,60%,73%,1,35%,40%,124,270
Easy Breezy,chelmico,42,17/01/2020,pop,dance pop,66%,99%,1,86%,62%,93,208
TOTSUKA feat. サイプレス上野,ASOBOiSM,23,17/01/2020,pop,dance pop,84%,59%,1,16%,64%,92,225
taste,FlowBack,34,11/12/2019,pop,dance pop,71%,67%,1,58%,70%,127,223
I don’t wanna do,SARM,27,12/01/2020,pop,dance pop,57%,87%,1,14%,84%,187,244
A-RA-SHI:Reborn,ARASHI,60,20/12/2019,pop,dance pop,72%,80%,1,59%,27%,11,205
Light,SIRUP,53,22/11/2019,pop,dance pop,78%,67%,1,8%,50%,112,228
Night Ship,Yo-Sea,30,15/01/2020,pop,dance pop,85%,51%,1,5%,77%,111,162
Fly me 2,eill,41,6/11/2019,pop,dance pop,74%,72%,0,39%,32%,125,217
Not Enough,Rei Yasuda,29,27/11/2019,pop,dance pop,55%,85%,1,48%,15%,12,292
COLORLESS,Daichi Miura,54,4/12/2019,pop,dance pop,43%,56%,0,31%,35%,168,196
New Shoes - feat.Shun Murakami,phai,21,15/01/2020,pop,dance pop,72%,46%,1,34%,34%,92,232
MarudeSaturday Night,BABY-T,21,2/12/2019,pop,dance pop,70%,77%,1,33%,75%,102,214
FUTARI x PARTY,CREAM,40,27/11/2019,pop,dance pop,87%,75%,0,71%,59%,100,184
SUPERSTAR,真之介,26,8/01/2020,pop,dance pop,55%,78%,1,37%,63%,155,193
Be on the Stage,KEITA,26,18/12/2019,pop,dance pop,68%,85%,0,85%,59%,101,232
space shuttle,空音,36,20/11/2019,pop,dance pop,71%,93%,1,59%,87%,124,224
Amazing!,Sakurako Ohara,32,15/01/2020,pop,dance pop,65%,86%,1,18%,89%,171,199
TO-KE-TE,HAN-KUN,34,16/12/2019,pop,dance pop,39%,89%,0,6%,45%,89,214
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,21,15/01/2020,pop,dance pop,76%,76%,0,63%,95%,143,211
You're the Reason - English ver.,INTERSECTION,36,25/12/2019,pop,dance pop,63%,73%,1,3%,10%,96,198
See You Later,Chocoholic,42,20/11/2019,pop,dance pop,73%,65%,0,45%,54%,8,200
Possible,片寄涼太,49,7/01/2020,pop,dance pop,71%,71%,1,70%,71%,109,283
All Over You,Boys Get Hurt,12,23/12/2019,pop,dance pop,71%,55%,1,38%,35%,94,212
Where Would You Go?,SkyLogic,16,14/12/2019,pop,dance pop,62%,78%,1,27%,43%,107,208
Call My Name - Remix,YUTO,27,26/10/2019,pop,dance pop,83%,82%,1,72%,87%,128,166
DAYZ,AAAMYYY,44,13/11/2019,pop,dance pop,74%,55%,0,47%,60%,110,311
Simple Things,HarukiD,21,12/01/2020,pop,dance pop,70%,65%,0,3%,23%,95,157
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,41,17/11/2019,pop,dance pop,74%,56%,0,39%,21%,111,264
SPOTLIGHT,eill,44,6/11/2019,pop,dance pop,64%,74%,1,87%,63%,99,221
let me know,blanchehor,39,9/11/2019,pop,dance pop,70%,58%,0,3%,75%,102,220
Y.E.S,KEITA,21,20/11/2019,pop,dance pop,60%,80%,0,15%,48%,150,146
Rich&Famous - feat. Sean Paul,Kumi Koda,35,13/11/2019,pop,dance pop,54%,74%,0,20%,39%,173,249
ミズノナカヘ - Car TAX remix,yu-re:meu,16,11/01/2020,pop,dance pop,74%,85%,1,76%,88%,12,237
EASY LOVE,Gear 2nd,27,30/10/2019,pop,dance pop,80%,78%,0,11%,69%,109,225
PARADE,Miliyah,37,26/10/2019,pop,dance pop,68%,64%,1,43%,23%,105,244
Obsession,広瀬大地,30,23/10/2019,pop,dance pop,83%,85%,0,10%,93%,127,214
Shine,DJ PIGER,35,16/10/2019,pop,dance pop,78%,72%,0,49%,84%,121,207
Upside Down,RYPPHYPE,26,20/11/2019,pop,dance pop,70%,93%,0,64%,83%,119,208
B.S.G.S.,sooogood!,30,20/11/2019,pop,dance pop,63%,91%,0,14%,60%,140,141
Bitten By You,Monkey Majik,40,23/10/2019,pop,dance pop,68%,75%,1,3%,97%,114,242
For Me,WAPLAN,31,30/10/2019,pop,dance pop,71%,73%,1,32%,40%,99,221
Sway,AATA,27,11/12/2019,pop,dance pop,79%,67%,0,16%,78%,104,241
Nobody,Beverly,31,4/12/2019,pop,dance pop,56%,93%,1,29%,90%,19,213
Adios,EVERGLOW,74,19/08/2019,pop,dance pop,63%,71%,0,63%,40%,128,189
Dumb,BVNDIT,59,5/11/2019,pop,dance pop,65%,84%,0,72%,56%,108,190
THURSDAY,GOT7,63,4/11/2019,pop,dance pop,68%,79%,0,45%,47%,158,206
Snapping,CHUNG HA,73,24/06/2019,pop,dance pop,75%,73%,0,4%,58%,104,213
WONDERLAND,ATEEZ,72,8/10/2019,pop,dance pop,57%,96%,0,12%,52%,129,199
DDU-DU DDU-DU,BLACKPINK,68,15/06/2018,pop,dance pop,67%,86%,0,83%,39%,139,209
Like always,X1,58,27/08/2019,pop,dance pop,78%,88%,1,53%,84%,119,204
Answer,ATEEZ,72,6/01/2020,pop,dance pop,57%,90%,1,5%,54%,97,219
피카부 Peek-A-Boo,Red Velvet,70,17/11/2017,pop,dance pop,84%,90%,0,54%,64%,114,189
DRIP,HINAPIA,59,3/11/2019,pop,dance pop,66%,87%,1,63%,42%,89,200
Jopping,SuperM,75,4/10/2019,pop,dance pop,74%,84%,0,84%,54%,123,251
HIP,Mamamoo,81,14/11/2019,pop,dance pop,78%,73%,0,14%,82%,138,195
BBoom BBoom,MOMOLAND,70,3/01/2018,pop,dance pop,79%,74%,0,37%,83%,126,208
Dumb Litty,KARD,65,22/09/2019,pop,dance pop,76%,89%,1,41%,24%,130,193
POP/STARS,K/DA,75,3/11/2018,pop,dance pop,57%,77%,1,87%,39%,170,191
MIDDLE OF THE NIGHT,Monsta X,69,6/12/2019,pop,dance pop,74%,76%,1,95%,92%,92,166
Boy With Luv (feat. Halsey),BTS,85,12/04/2019,pop,dance pop,65%,86%,0,97%,80%,119,229
Bon Bon Chocolat,EVERGLOW,72,18/03/2019,pop,dance pop,72%,83%,1,61%,63%,139,228
gogobebe,Mamamoo,72,14/03/2019,pop,dance pop,70%,79%,1,8%,71%,96,195
IDOL,BTS,75,24/08/2018,pop,dance pop,73%,86%,1,12%,42%,126,222
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,65,24/11/2017,pop,dance pop,61%,84%,0,22%,65%,169,238
KILLING ME,iKON,63,2/08/2018,pop,dance pop,76%,67%,0,73%,51%,127,193
As If It's Your Last,BLACKPINK,2,22/06/2017,pop,dance pop,79%,85%,1,82%,45%,125,213
MIROH,Stray Kids,71,25/03/2019,pop,dance pop,56%,98%,1,10%,50%,126,207
Forever Love,YOUNGJAE,48,22/10/2019,pop,dance pop,65%,79%,1,45%,66%,127,216
BOSS,NCT,68,14/03/2018,pop,dance pop,79%,54%,0,4%,33%,99,210
Forever Young,BLACKPINK,65,15/06/2018,pop,dance pop,60%,96%,1,10%,50%,109,237
Egotistic,Mamamoo,70,16/07/2018,pop,dance pop,62%,83%,0,7%,60%,97,196
Bomb Bomb,KARD,66,27/03/2019,pop,dance pop,76%,84%,1,13%,88%,102,163
DNA,BTS,71,18/09/2017,pop,dance pop,60%,78%,0,55%,69%,129,223
Roller Coaster,CHUNG HA,2,18/01/2018,pop,dance pop,63%,91%,0,49%,76%,129,212
YES or YES,TWICE,7,5/11/2018,pop,dance pop,70%,91%,1,37%,74%,137,237
FLASH,X1,69,27/08/2019,pop,dance pop,67%,91%,0,59%,60%,13,211
HANN (Alone),(G)I-DLE,66,14/08/2018,pop,dance pop,71%,72%,0,31%,24%,104,205
하드캐리 Hard Carry,GOT7,1,27/09/2016,pop,dance pop,70%,87%,1,87%,61%,99,193
ME,CLC,64,30/05/2019,pop,dance pop,75%,80%,0,66%,80%,146,193
BAAM,MOMOLAND,66,26/06/2018,pop,dance pop,73%,94%,0,44%,91%,127,208
DDD,EXID,60,8/11/2017,pop,dance pop,72%,79%,0,70%,75%,114,205
Starry Night,Mamamoo,67,7/03/2018,pop,dance pop,58%,77%,0,5%,51%,124,211
Siren,SUNMI,0,26/09/2018,pop,dance pop,61%,89%,0,39%,55%,122,197
HIT,SEVENTEEN,66,5/08/2019,pop,dance pop,62%,90%,0,22%,69%,130,203
Heroine,SUNMI,62,18/01/2018,pop,dance pop,67%,78%,1,40%,61%,121,195
Way Back Home,SHAUN,66,27/06/2018,pop,dance pop,75%,74%,1,33%,56%,99,214
I’m So Hot,MOMOLAND,61,20/03/2019,pop,dance pop,75%,88%,0,43%,85%,127,200
Me & You,EXID,61,15/05/2019,pop,dance pop,71%,91%,1,59%,78%,106,203
No,CLC,61,30/01/2019,pop,dance pop,76%,72%,0,91%,69%,120,181
PICK ME,PRODUCE 48,58,10/05/2018,pop,dance pop,65%,86%,1,49%,59%,128,279
WANT,TAEMIN,63,11/02/2019,pop,dance pop,64%,76%,1,69%,41%,104,208
Fever,GFRIEND,67,1/07/2019,pop,dance pop,76%,84%,1,40%,51%,111,214
Room Shaker,Ailee,57,2/07/2019,pop,dance pop,70%,90%,0,14%,74%,14,195
Power Up,Red Velvet,65,6/08/2018,pop,dance pop,73%,93%,1,14%,90%,159,202
LALALAY 날라리,SUNMI,70,27/08/2019,pop,dance pop,70%,81%,0,49%,62%,110,174
8282(Party),twlv,40,4/08/2019,pop,dance pop,83%,64%,0,57%,72%,103,188
D.D.D,THE BOYZ,55,19/08/2019,pop,dance pop,70%,92%,1,85%,64%,119,212
Not That Type,gugudan,54,6/11/2018,pop,dance pop,73%,93%,1,11%,74%,11,191
Humph!,PENTAGON,63,17/07/2019,pop,dance pop,79%,67%,1,52%,96%,132,192
Play It Cool,Monsta X,56,18/02/2019,pop,dance pop,82%,82%,1,19%,42%,120,186
AH YEAH,WINNER,60,15/05/2019,pop,dance pop,80%,72%,1,39%,88%,12,176
SHA LA LA,PENTAGON,56,27/03/2019,pop,dance pop,68%,94%,1,63%,45%,126,194
SUNDAY,FANATICS,42,6/08/2019,pop,dance pop,74%,79%,1,37%,56%,120,210
BEEP BEEP,RUANN,45,31/07/2019,pop,dance pop,67%,75%,0,62%,64%,13,210
The Only (feat. IRENE of Red Velvet),Raiden,54,2/08/2019,pop,dance pop,67%,92%,1,88%,40%,116,186
Break the Distance,ELYAZ,30,6/07/2018,pop,dance pop,60%,70%,1,29%,40%,127,230
I Could Get Used To This,Becky Hill,64,29/03/2019,pop,dance pop,62%,65%,1,52%,35%,117,193
Therapy,Armin van Buuren,52,20/04/2018,pop,dance pop,66%,87%,0,55%,71%,114,186
Sunshine,David Guetta,54,7/12/2012,pop,dance pop,59%,80%,0,44%,22%,127,360
Giant - Robin Schulz Remix,Calvin Harris,16,15/02/2019,pop,dance pop,54%,88%,0,25%,49%,12,193
Somebody,The Chainsmokers,13,20/04/2018,pop,dance pop,53%,62%,0,33%,29%,101,223
Like I Love You,Lost Frequencies,58,14/09/2018,pop,dance pop,86%,59%,1,85%,75%,117,190
Walk Away,Alle Farben,61,29/03/2019,pop,dance pop,74%,79%,0,6%,47%,124,196
I Need You,Armin van Buuren,24,27/01/2017,pop,dance pop,60%,86%,0,3%,22%,106,206
Without You (feat. Sandro Cavazza),Avicii,27,10/08/2017,pop,dance pop,65%,86%,1,44%,28%,134,181
Something Just Like This - Alesso Remix,The Chainsmokers,56,28/04/2017,pop,dance pop,67%,73%,1,47%,57%,120,252
Don't You Worry Child - Radio Edit,Swedish House Mafia,77,14/09/2012,pop,dance pop,61%,84%,0,51%,44%,129,212
Fine Day,Keanu Silva,2,27/07/2018,pop,dance pop,74%,87%,0,5%,46%,124,194
BOOM,Tiësto,70,26/01/2018,pop,dance pop,89%,84%,1,50%,20%,123,179
